CODIGO;DPTO;Municipio;Población menor de 1 año (1);VOP;% VOP;DPT;% DPT;BCG;%BCG;Hepatitis B;% Hepatitis B;Hib;%Hib;Población de 1 año (1);Triple Viral;%Triple Viral
5142;Antioquia;Caracolí;96;82.0;85.41666666666666;82.0;85.41666666666666;63.0;65.625;81.0;84.375;82.0;85.41666666666666;96;91.0;94.79166666666666
5145;Antioquia;Caramanta;103;69.0;66.99029126213593;79.0;76.69902912621359;40.0;38.83495145631068;79.0;76.69902912621359;79.0;76.69902912621359;106;69.0;65.09433962264151
5147;Antioquia;Carepa;1194;1180.0;98.82747068676717;1180.0;98.82747068676717;916.0;76.71691792294807;1176.0;98.49246231155779;1180.0;98.82747068676717;1181;959.0;81.20237087214225
5148;Antioquia;El Carmen de Viboral;910;601.0;66.04395604395604;599.0;65.82417582417582;384.0;42.1978021978022;599.0;65.82417582417582;599.0;65.82417582417582;907;656.0;72.32635060639471
5150;Antioquia;Carolina;71;45.0;63.38028169014085;42.0;59.154929577464785;20.0;28.169014084507044;42.0;59.154929577464785;42.0;59.154929577464785;71;43.0;60.56338028169014
5154;Antioquia;Caucasia;2172;1777.0;81.81399631675875;1798.0;82.78084714548804;3275.0;150.78268876611418;1777.0;81.81399631675875;1798.0;82.78084714548804;2158;2140.0;99.16589434661724
5172;Antioquia;Chigorodó;1631;1444.0;88.5346413243409;1450.0;88.90251379521766;1164.0;71.36725935009197;1447.0;88.71857755977928;1450.0;88.90251379521766;1614;1579.0;97.83147459727385
5190;Antioquia;Cisneros;172;144.0;83.72093023255815;146.0;84.88372093023256;100.0;58.139534883720934;146.0;84.88372093023256;146.0;84.88372093023256;172;154.0;89.53488372093024
5197;Antioquia;Cocorná;275;207.0;75.27272727272727;207.0;75.27272727272727;119.0;43.27272727272727;207.0;75.27272727272727;207.0;75.27272727272727;274;211.0;77.00729927007299
5206;Antioquia;Concepción;68;61.0;89.70588235294117;60.0;88.23529411764706;33.0;48.529411764705884;60.0;88.23529411764706;60.0;88.23529411764706;66;58.0;87.87878787878788
5209;Antioquia;Concordia;481;334.0;69.43866943866944;334.0;69.43866943866944;266.0;55.301455301455306;334.0;69.43866943866944;334.0;69.43866943866944;481;349.0;72.55717255717255
5212;Antioquia;Copacabana;886;584.0;65.91422121896161;588.0;66.36568848758465;214.0;24.153498871331827;582.0;65.68848758465012;588.0;66.36568848758465;902;556.0;61.64079822616409
5234;Antioquia;Dabeiba;645;321.0;49.76744186046512;405.0;62.7906976744186;464.0;71.93798449612403;389.0;60.310077519379846;405.0;62.7906976744186;629;496.0;78.85532591414945
5237;Antioquia;Don Matías;386;352.0;91.19170984455958;353.0;91.45077720207254;174.0;45.07772020725388;353.0;91.45077720207254;353.0;91.45077720207254;390;356.0;91.28205128205128
5240;Antioquia;Ebéjico;243;179.0;73.66255144032921;179.0;73.66255144032921;101.0;41.56378600823045;179.0;73.66255144032921;179.0;73.66255144032921;242;190.0;78.51239669421489
5250;Antioquia;El Bagre;1179;2267.0;192.28159457167092;2297.0;194.8261238337574;1984.0;168.2782018659881;2288.0;194.06276505513148;2297.0;194.8261238337574;1172;2311.0;197.18430034129693
5264;Antioquia;Entrerríos;178;168.0;94.3820224719101;170.0;95.50561797752809;89.0;50.0;170.0;95.50561797752809;170.0;95.50561797752809;179;174.0;97.20670391061452
5266;Antioquia;Envigado;2711;1693.0;62.44928070822575;1695.0;62.52305422353375;1558.0;57.469568424935446;1693.0;62.44928070822575;1695.0;62.52305422353375;2757;1658.0;60.13783097569822
5282;Antioquia;Fredonia;405;421.0;103.9506172839506;420.0;103.7037037037037;212.0;52.345679012345684;420.0;103.7037037037037;420.0;103.7037037037037;410;400.0;97.5609756097561
5284;Antioquia;Frontino;451;334.0;74.05764966740577;354.0;78.49223946784922;266.0;58.98004434589801;353.0;78.27050997782705;354.0;78.49223946784922;447;480.0;107.38255033557047
5306;Antioquia;Giraldo;80;68.0;85.0;67.0;83.75;38.0;47.5;67.0;83.75;67.0;83.75;81;74.0;91.35802469135803
5308;Antioquia;Girardota;842;499.0;59.263657957244654;502.0;59.61995249406176;227.0;26.959619952494062;502.0;59.61995249406176;502.0;59.61995249406176;849;526.0;61.955241460541814
5310;Antioquia;Gómez Plata;218;94.0;43.11926605504588;95.0;43.57798165137615;67.0;30.73394495412844;89.0;40.825688073394495;95.0;43.57798165137615;219;98.0;44.74885844748858
5313;Antioquia;Granada;184;150.0;81.52173913043478;153.0;83.15217391304348;81.0;44.02173913043478;153.0;83.15217391304348;153.0;83.15217391304348;183;163.0;89.07103825136612
5315;Antioquia;Guadalupe;113;105.0;92.92035398230088;91.0;80.53097345132744;74.0;65.48672566371681;91.0;80.53097345132744;91.0;80.53097345132744;114;117.0;102.63157894736842
5318;Antioquia;Guarne;850;431.0;50.70588235294118;434.0;51.05882352941177;192.0;22.58823529411765;434.0;51.05882352941177;434.0;51.05882352941177;850;466.0;54.8235294117647
5321;Antioquia;Guatapé;100;64.0;64.0;65.0;65.0;31.0;31.0;65.0;65.0;65.0;65.0;101;71.0;70.29702970297029
5347;Antioquia;Heliconia;133;104.0;78.19548872180451;102.0;76.69172932330827;59.0;44.3609022556391;102.0;76.69172932330827;102.0;76.69172932330827;134;112.0;83.5820895522388
5353;Antioquia;Hispania;86;83.0;96.51162790697676;83.0;96.51162790697676;36.0;41.86046511627907;83.0;96.51162790697676;83.0;96.51162790697676;88;98.0;111.36363636363636
5360;Antioquia;Itaguí;4136;3046.0;73.64603481624758;3026.0;73.16247582205028;2118.0;51.20889748549323;2994.0;72.38878143133462;3026.0;73.16247582205028;4181;3118.0;74.57546041616838
5361;Antioquia;Ituango;697;434.0;62.26685796269727;440.0;63.127690100430414;455.0;65.27977044476327;440.0;63.127690100430414;440.0;63.127690100430414;676;525.0;77.66272189349112
5364;Antioquia;Jardín;309;220.0;71.19741100323624;220.0;71.19741100323624;169.0;54.69255663430421;220.0;71.19741100323624;220.0;71.19741100323624;308;217.0;70.45454545454545
5368;Antioquia;Jericó;231;170.0;73.59307359307358;170.0;73.59307359307358;105.0;45.45454545454545;170.0;73.59307359307358;170.0;73.59307359307358;231;178.0;77.05627705627705
5376;Antioquia;La Ceja;872;876.0;100.45871559633028;862.0;98.85321100917432;726.0;83.25688073394495;862.0;98.85321100917432;862.0;98.85321100917432;883;907.0;102.71800679501699
5380;Antioquia;La Estrella;986;253.0;25.65922920892495;255.0;25.862068965517242;99.0;10.04056795131846;255.0;25.862068965517242;255.0;25.862068965517242;994;298.0;29.979879275653925
